PGC,Name,RA,Dec,DCom,T,B.T,armC,armS,armR,barL,iRing,oRing,pRing,Pert,vDust,pDust,floc,spot,inc
52132,NGC5679,218.7868,5.3586,124.1,4,0.25,0.50,0.50,1.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.25,0.25,0.50
52137,UGC09387,218.8218,22.9626,91.7,0,0.50,0.00,NA,NA,0.25,1.00,0.25,0.00,0.00,0.00,NA,0.00,0.00,0.50
52141,UGC09385,218.8452,5.2767,24.6,9,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.25,0.00
52142,UGC09405,218.8526,57.2548,7.1,9,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.00,0.25
52153,UGC09390,218.8731,22.4063,128.8,7,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,0.25,0.00,1.00
52154,NGC5689,218.8740,48.7416,34.6,0,0.75,0.00,NA,NA,0.00,0.50,NA,NA,0.00,0.75,0.25,0.00,0.00,0.75
52159,UGC09389,218.8890,12.9078,27.8,7,0.00,0.50,0.25,NA,0.75,0.00,0.00,0.00,0.25,0.50,0.50,0.25,0.25,0.75
52160,UGC09397,218.8914,36.8182,63.6,1,0.50,0.00,1.00,NA,0.25,1.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.75
52167,UGC09394,218.9154,13.1689,27.6,9,0.00,0.25,NA,NA,0.25,0.00,0.00,0.00,0.50,0.25,NA,0.25,0.50,0.75
52171,UGC09396,218.9408,24.7258,156.0,3,0.50,0.50,0.50,0.00,0.75,0.00,0.00,0.00,0.25,0.75,0.50,0.25,0.00,0.00
52173,NGC5680,218.9355,-0.0134,127.1,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
52178,UGC09392,218.9517,3.0389,26.5,10,0.00,NA,NA,NA,0.25,NA,0.00,0.00,0.00,0.00,NA,0.25,0.00,1.00
52179,NGC5684,218.9592,36.5426,61.5,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
52192,NGC5685,219.0667,29.9083,150.1,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
52194,NGC5693,219.0471,48.5856,36.1,8,0.25,0.50,0.50,NA,0.00,0.00,0.00,0.00,0.75,0.25,NA,0.25,0.25,0.00
52199,UGC09400,219.0853,5.3305,124.3,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
52235,NGC5696,219.2378,41.8284,81.3,2,0.50,0.50,0.75,0.00,0.75,0.25,0.00,0.00,0.25,0.50,0.50,0.50,0.00,0.25
52247,UGC09422,219.3069,43.6959,50.6,6,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.75,0.50,0.00,1.00
52248,UGC09410,219.3084,8.6459,121.1,6,0.25,0.50,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.25,0.25,0.00,0.75
52251,NGC5698,219.3114,38.4543,55.7,4,0.25,0.50,0.75,0.00,0.50,0.25,0.00,0.00,0.25,0.50,0.75,0.25,0.25,0.50
52254,UGC09411,219.3158,10.0067,132.3,5,0.25,0.50,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.50,0.50,0.25,0.00,0.25
52263,UGC09426,219.3724,48.6235,36.6,8,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.25,0.00
52264,UGC09418,219.3666,25.7654,142.3,1,0.75,0.00,NA,NA,0.50,0.50,0.75,0.00,0.25,0.50,0.50,0.25,0.00,0.00
52266,NGC5707,219.3791,51.5616,35.3,-2,0.75,0.00,NA,NA,0.00,NA,NA,NA,0.25,0.00,NA,0.00,0.00,1.00
52273,NGC5690,219.4218,2.2906,26.1,3,0.50,0.50,NA,NA,NA,NA,NA,NA,0.00,1.00,1.00,0.75,0.00,0.75
52291,NGC5691,219.4723,-0.3987,27.6,3,0.25,0.50,0.25,0.00,0.50,0.00,0.00,0.00,0.50,0.75,0.75,0.50,0.50,0.25
52307,NGC5714,219.5477,46.6381,35.5,6,0.50,NA,NA,NA,NA,NA,NA,NA,0.00,0.75,0.75,0.50,0.00,1.00
52315,NGC5708,219.5673,40.4570,42.5,9,0.25,0.25,0.25,NA,0.00,0.00,0.00,0.00,0.25,0.75,0.75,1.00,0.50,0.75
52328,NGC5720,219.6393,50.8150,114.4,4,0.25,0.25,0.75,NA,0.50,0.00,0.00,0.00,0.25,0.50,0.25,0.50,0.00,0.25
52338,IC4479,219.6912,28.5056,195.4,5,0.50,0.50,0.50,0.75,0.00,0.25,0.00,0.00,0.25,0.25,NA,0.25,0.25,0.00
52340,UGC09441,219.7056,41.0073,84.5,-1,0.75,0.00,NA,NA,0.75,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.75
52343,NGC5709,219.7087,30.4425,55.7,4,0.25,0.25,0.50,0.75,0.25,0.00,0.00,0.00,0.00,0.75,0.50,0.25,0.00,0.75
52344,UGC09448,219.7470,51.1204,34.8,5,0.50,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.25,0.50,0.00,1.00
52349,UGC09438,219.7553,30.9566,150.1,-3,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.75
52356,UGC09432,219.7691,2.9495,23.3,9,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.75,0.00,NA,0.50,0.25,0.00
52359,UGC09446,219.7885,38.2636,58.1,8,0.25,0.00,NA,NA,0.50,0.00,0.00,0.00,0.00,0.25,NA,0.50,0.00,0.50
52364,UGC09452,219.8295,53.8754,35.1,8,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.00,0.50
52365,NGC5701,219.7965,5.3632,22.9,0,0.75,0.00,0.75,0.25,0.50,0.50,0.75,0.00,0.25,0.25,NA,0.25,0.25,0.00
52379,IC1049,219.8889,62.0028,99.5,2,0.50,0.25,0.75,1.00,0.75,0.25,0.00,0.00,0.00,0.25,NA,0.25,0.00,0.25
52383,UGC09449,219.9059,24.5384,66.4,8,0.25,0.25,NA,NA,0.50,NA,NA,NA,0.00,0.50,0.75,0.50,0.00,0.75
52390,UGC09450,219.9388,23.3962,66.2,7,0.00,NA,NA,NA,NA,NA,NA,NA,0.50,0.00,NA,0.25,0.00,1.00
52395,NGC5705,219.9565,-0.7190,26.1,7,0.00,0.00,NA,NA,0.75,0.00,0.00,0.00,0.25,0.25,NA,0.75,0.25,0.25
52396,NGC5730,219.9675,42.7421,39.5,6,0.25,NA,NA,NA,NA,NA,NA,NA,0.25,0.50,0.75,0.75,0.25,1.00
52412,NGC5713,220.0478,-0.2902,28.0,3,0.50,0.25,0.75,1.00,0.25,0.25,0.50,0.00,0.75,0.75,1.00,0.50,0.25,0.00
52416,UGC09458,220.0948,24.7293,163.6,0,0.75,0.00,NA,NA,0.25,NA,NA,NA,0.00,0.25,NA,0.25,0.00,0.75
52421,UGC09454,220.0998,6.3069,103.1,4,0.50,0.50,0.50,0.00,0.50,0.25,0.00,0.00,0.50,0.50,0.50,0.50,0.25,0.25
52424,NGC5727,220.1097,33.9884,24.4,7,0.00,0.50,0.25,NA,0.25,0.00,0.00,0.00,0.00,0.50,0.75,1.00,0.50,0.50
52429,UGC09464,220.1557,31.3745,99.5,-2,0.75,0.00,NA,NA,0.50,0.50,NA,NA,0.25,0.00,NA,0.00,0.00,1.00
52433,IC1042,220.1629,3.4695,114.6,-2,0.50,0.00,NA,NA,0.25,0.00,0.00,0.00,0.50,0.00,NA,0.00,0.00,0.25
52438,NGC5732,220.1629,38.6378,56.4,4,0.25,0.50,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.50,0.50,0.75,0.00,0.50
52441,NGC5718,220.1788,3.4653,118.0,-2,0.75,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.00,NA,0.00,0.00,0.25
52453,UGC09463,220.2476,3.1368,114.6,0,0.50,NA,NA,NA,0.00,NA,NA,NA,0.00,0.75,0.50,0.25,0.00,1.00
52455,NGC5719,220.2339,-0.3181,25.7,1,0.75,0.00,NA,NA,0.00,0.00,NA,NA,0.50,1.00,0.50,0.25,0.00,0.75
52456,NGC5725,220.2432,2.1861,24.4,9,0.00,0.25,0.25,0.00,0.75,0.00,0.00,0.00,0.25,0.50,0.50,0.75,0.50,0.25
52466,UGC09477,220.3273,59.3014,37.0,9,0.00,0.00,NA,NA,0.25,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.25,0.00
52476,UGC09476,220.3832,44.5131,50.2,5,0.25,0.50,0.50,1.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.25,0.25
52478,UGC09473,220.3876,38.8519,70.0,-1,0.75,0.00,NA,NA,0.00,0.50,0.00,0.00,0.00,0.25,NA,0.00,0.00,0.25
52488,UGC09471,220.4295,5.9523,66.8,5,0.25,0.75,0.25,0.00,0.50,0.00,0.00,0.00,0.25,0.50,0.50,0.25,0.25,0.50
52491,UGC09469,220.4353,-1.8070,26.1,9,0.25,0.00,0.25,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.25,0.00
52495,UGC09470,220.4542,0.6876,28.0,9,0.00,0.00,NA,NA,0.50,0.00,0.00,0.00,0.25,0.25,NA,0.25,0.25,0.50
52499,UGC09474,220.4933,8.4639,145.9,6,0.50,0.50,0.50,1.00,0.00,0.00,0.00,0.00,0.50,0.25,NA,0.50,0.25,0.00
52500,UGC09472,220.4620,-1.3923,26.5,8,0.00,0.50,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.00,0.50
52504,UGC09475,220.5142,12.0699,124.1,6,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.50,0.50,0.00,1.00
52527,UGC09480,220.5933,22.3328,66.8,1,0.75,0.00,NA,NA,0.75,0.50,0.25,0.00,0.00,0.50,0.50,0.25,0.00,0.50
52531,NGC5739,220.6208,41.8422,80.0,0,0.75,0.00,NA,NA,0.50,0.25,0.00,0.00,0.25,0.75,0.50,0.25,0.00,0.25
52532,UGC09479,220.6365,4.4302,117.3,5,0.25,0.50,0.75,NA,0.25,0.00,0.00,0.00,0.25,0.50,0.50,0.25,0.00,0.75
52535,NGC5735,220.6392,28.7262,56.2,4,0.25,0.50,0.50,1.00,0.50,0.25,0.00,0.00,0.50,0.50,0.50,0.50,0.25,0.25
52550,NGC5733,220.6911,-0.3513,25.2,9,0.00,0.00,NA,NA,0.00,NA,NA,NA,0.75,0.50,0.50,0.75,0.50,0.75
52558,UGC09482,220.6954,0.6614,27.2,8,0.00,NA,NA,NA,NA,NA,NA,NA,0.00,0.25,NA,0.50,0.00,1.00
52602,UGC09490,220.9148,11.1393,156.8,6,0.25,NA,NA,NA,0.25,NA,NA,NA,0.00,0.75,0.50,0.50,0.00,1.00
52607,NGC5751,220.9549,53.4003,50.6,6,0.25,0.75,0.50,1.00,0.50,0.00,0.00,0.00,0.25,0.25,NA,0.50,0.25,0.50
52608,UGC09495,220.9670,41.2345,146.1,6,0.50,0.50,0.50,1.00,0.75,0.25,0.00,0.00,0.25,0.25,NA,0.50,0.00,0.25
52614,NGC5738,220.9854,1.6039,25.9,-2,0.75,0.00,NA,NA,0.25,NA,NA,NA,0.00,0.00,NA,0.00,0.00,1.00
52625,UGC09492,221.0511,7.9493,119.7,1,0.75,0.00,NA,NA,0.75,0.50,0.25,0.00,0.00,0.00,NA,0.00,0.00,0.25
52641,NGC5740,221.1022,1.6797,23.5,3,0.50,0.50,0.75,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.50
52654,PGC052654,221.1396,-3.2264,185.7,2,0.50,0.50,0.50,1.00,1.00,0.00,0.00,0.00,0.25,0.25,NA,0.25,0.00,0.25
52665,NGC5746,221.2329,1.9553,25.7,1,0.75,NA,NA,NA,0.25,NA,NA,NA,0.00,0.75,0.25,0.25,0.00,1.00
52686,NGC5754,221.3318,38.7317,68.3,3,0.50,0.50,0.75,1.00,0.50,0.25,0.00,0.00,0.75,0.50,0.50,0.25,0.00,0.00
52689,UGC09500,221.3396,7.8625,25.7,10,0.00,0.00,NA,NA,0.50,0.00,0.00,0.00,0.25,0.00,NA,0.25,0.00,0.25
52702,UGC09506,221.3858,31.4151,24.6,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.50,0.00,NA,0.25,0.00,0.25
52712,UGC09510,221.4390,32.6298,123.7,4,0.50,0.25,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.25,NA,0.25,0.25,0.75
52713,IC1056,221.4549,50.3937,61.1,5,0.25,0.75,0.75,0.00,0.00,0.00,0.00,0.00,0.50,0.25,NA,0.50,0.25,0.25
52732,UGC09522,221.5812,54.6366,168.0,1,0.75,NA,NA,NA,NA,NA,NA,NA,0.00,0.75,0.25,0.25,0.00,1.00
52735,NGC5750,221.5470,-0.2229,25.0,1,0.50,0.00,NA,NA,0.50,0.75,0.50,0.00,0.25,0.50,0.50,0.25,0.00,0.50
52741,UGC09519,221.5883,34.3704,27.6,-1,0.75,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.50,0.50,0.00,0.00,0.50
52743,UGC09518,221.5912,32.7799,126.9,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
52752,IC1054,221.6302,1.2747,117.8,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
52754,IC4505,221.6395,33.4083,133.6,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
52766,UGC09517,221.6700,12.6049,131.3,4,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.25,0.25,NA,0.25,0.25,0.25
52781,UGC09521,221.7505,11.5921,134.7,1,0.75,0.25,0.50,1.00,0.50,0.25,0.25,0.00,0.75,0.00,NA,0.25,0.00,0.25
52788,UGC09523,221.7763,11.5939,126.6,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
52795,UGC09527,221.7881,24.8365,64.9,8,0.00,NA,NA,NA,NA,NA,NA,NA,0.50,0.00,NA,0.25,0.00,1.00
52826,UGC09526,221.8954,-0.5161,147.6,5,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.25,NA,0.25,0.00,1.00
52877,UGC09537,222.1118,34.9976,128.3,3,0.50,0.00,NA,NA,NA,NA,NA,NA,0.25,0.75,0.50,0.25,0.00,0.75
52883,UGC09534,222.1525,11.3254,222.0,-4,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
52901,UGC09545,222.2697,49.9468,133.6,5,0.50,0.50,0.50,NA,0.50,0.25,0.00,0.00,0.25,0.25,NA,0.50,0.00,0.25
52908,UGC09542,222.2550,42.4639,81.1,5,0.25,0.50,0.75,NA,0.00,0.00,0.00,0.00,0.00,0.50,0.75,0.75,0.00,0.75
52912,UGC09539,222.2752,22.1978,92.7,-2,0.75,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,0.00,0.00,1.00
52920,UGC09543,222.2979,38.4141,65.7,0,0.50,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.25,0.25,0.00,1.00
52921,UGC09541,222.3007,29.7445,131.7,4,0.50,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.25,0.25,0.00,1.00
52924,IC1065,222.3390,63.2706,180.6,0,0.75,0.00,0.00,0.25,0.25,0.25,0.00,0.00,0.25,0.50,0.50,0.25,0.00,0.25
52942,NGC5767,222.3941,47.3760,114.2,-1,0.75,0.00,NA,NA,0.25,0.25,0.00,0.00,0.50,0.25,NA,0.00,0.00,0.25
52949,UGC09546,222.4157,23.5608,77.7,7,0.00,NA,NA,NA,NA,NA,NA,NA,0.00,0.25,NA,0.50,0.00,1.00
52952,UGC09556,222.4414,60.3991,36.8,9,0.25,NA,NA,NA,0.50,NA,NA,NA,0.00,0.00,NA,0.50,0.00,1.00
52979,UGC09547,222.5974,10.3277,179.6,4,0.50,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.25,0.50,0.00,1.00
52986,UGC09552,222.6175,26.0911,133.6,1,0.50,0.00,NA,NA,NA,NA,NA,NA,0.00,0.50,0.25,0.25,0.00,0.75
52998,UGC09551,222.6737,-1.7769,112.7,6,0.50,0.75,0.25,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.75,0.00,0.25
53000,IC1069,222.6945,54.4108,163.6,-3,0.75,0.00,NA,NA,0.00,NA,NA,NA,0.00,0.00,NA,0.00,0.00,0.75
53010,IC4514,222.7316,27.5782,132.3,1,0.75,0.25,0.50,0.25,1.00,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.00,0.00
53043,NGC5777,222.8240,58.9775,34.4,2,0.50,NA,NA,NA,NA,NA,NA,NA,0.00,0.75,0.25,0.25,0.00,1.00
53067,NGC5772,222.9125,40.5986,73.2,2,0.50,0.25,1.00,0.25,0.00,0.25,0.25,0.00,0.00,0.50,0.50,0.25,0.00,0.50
53073,UGC09567,222.9442,43.6445,39.8,9,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.75,0.25,NA,0.50,0.50,0.25
53083,UGC09569,222.9995,43.7206,39.1,6,0.25,0.75,0.50,0.00,0.50,0.00,0.00,0.00,0.25,0.50,0.75,0.75,0.50,0.25
53089,NGC5768,223.0337,-2.5299,28.9,4,0.25,0.25,0.50,0.00,0.25,0.00,0.00,0.00,0.25,0.50,0.50,1.00,0.25,0.00
53094,IC1063,223.0462,4.6814,198.5,2,0.50,0.50,0.50,1.00,0.50,0.25,0.00,0.00,0.25,0.50,0.50,0.25,0.00,0.25
53178,IC1067,223.2724,3.3314,23.7,2,0.50,0.50,0.50,1.00,0.75,0.25,0.00,0.00,0.25,0.50,0.50,0.50,0.25,0.25
53201,NGC5770,223.3125,3.9592,22.2,-1,0.75,0.00,NA,0.50,0.75,0.75,0.25,0.25,0.00,0.00,NA,0.00,0.00,0.00
53217,NGC5783,223.3683,52.0758,37.2,5,0.25,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.75,0.25,0.50
53231,NGC5774,223.4276,3.5821,23.5,6,0.25,0.75,0.50,1.00,0.25,0.00,0.00,0.00,0.50,0.50,0.50,0.75,0.25,0.00
53247,NGC5775,223.4895,3.5443,25.2,4,0.50,NA,NA,NA,NA,NA,NA,NA,0.25,1.00,1.00,0.50,0.00,1.00
53260,IC1071,223.5526,4.7494,119.2,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.00,0.00,0.50
53265,NGC5784,223.5686,42.5579,80.0,-1,0.75,0.00,NA,NA,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.25
53268,UGC09584,223.5642,4.5139,120.7,4,0.25,0.25,0.25,0.75,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.50
53278,PGC053278,223.5992,-1.1299,99.7,7,0.00,0.25,0.00,NA,0.75,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.00,0.50
53307,UGC09594,223.6868,24.0959,76.6,5,0.25,0.75,0.25,0.00,0.75,0.00,0.00,0.00,0.50,0.25,NA,0.50,0.25,0.25
53313,UGC09596,223.7029,25.7922,205.9,3,0.50,0.50,0.50,1.00,0.50,0.25,0.00,0.00,0.00,0.50,0.50,0.25,0.00,0.25
53317,UGC09597,223.7510,30.8245,27.6,8,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.25,0.50
53332,UGC09598,223.7882,43.8186,83.0,5,0.25,0.50,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.75
53335,UGC09605,223.8168,48.3654,52.3,6,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.50,0.50,0.00,1.00
53350,UGC09604,223.8532,37.4221,131.7,6,0.25,NA,NA,NA,NA,NA,NA,NA,0.25,0.75,0.25,0.50,0.00,1.00
53376,UGC09606,223.9687,24.7195,71.5,4,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.25,0.25,0.00,1.00
53379,UGC09602,223.9804,11.8614,138.9,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
53383,UGC09601,224.0077,-1.3884,27.4,9,0.00,0.25,NA,0.25,0.25,0.00,0.00,0.00,0.00,0.25,NA,0.50,0.25,0.00
53387,UGC09612,224.0183,45.4052,157.3,4,0.50,0.50,0.50,0.00,0.50,0.25,0.00,0.00,0.50,0.50,0.50,0.25,0.00,0.25
53408,NGC5797,224.1008,49.6959,60.4,-5,1.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.50,0.00,NA,0.00,0.00,0.25
53411,IC1078,224.1212,9.3544,123.7,4,0.50,0.50,0.75,0.25,0.75,0.75,0.00,0.00,0.25,0.50,0.50,0.50,0.00,0.00
53414,NGC5789,224.1490,30.2336,28.7,9,0.00,0.25,0.25,NA,0.00,0.00,0.00,0.00,0.75,0.50,0.50,1.00,0.75,0.00
53418,IC1079,224.1511,9.3696,124.9,-4,0.75,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.50,0.00,NA,0.00,0.00,0.50
53419,UGC09614,224.1992,9.5089,45.3,8,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.25,0.00
53424,UGC09616,224.2215,9.2715,121.8,2,0.50,0.50,0.75,0.00,0.50,0.00,0.00,0.00,0.00,0.25,NA,0.25,0.00,0.25
53428,UGC09623,224.2150,38.7562,126.4,-1,0.75,0.00,NA,NA,0.00,0.25,0.00,0.00,0.25,0.00,NA,0.00,0.00,0.25
53437,NGC5804,224.2784,49.6688,62.6,3,0.75,0.25,0.50,0.00,0.50,0.25,0.00,0.00,0.00,0.50,0.50,0.25,0.00,0.00
53441,UGC09626,224.2897,48.6336,154.3,3,0.50,0.00,1.00,NA,0.50,0.50,0.50,0.50,0.00,0.25,NA,0.25,0.00,0.50
53442,UGC09629,224.2975,52.3458,115.4,0,0.75,0.00,NA,NA,0.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,0.00,0.75
53463,NGC5798,224.4085,29.9681,28.4,7,0.00,0.25,0.25,NA,0.25,0.00,0.00,0.00,0.50,0.25,NA,0.75,0.50,0.25
53470,UGC09625,224.4377,6.6265,93.4,3,0.50,0.25,0.50,1.00,0.25,0.25,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.75
53476,UGC09632,224.4856,53.7847,49.6,8,0.25,0.00,0.25,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.75,0.25,0.25
53486,UGC09638,224.5409,58.8713,36.3,8,0.00,0.25,0.25,0.25,0.25,0.00,0.00,0.00,0.50,0.00,NA,0.50,0.25,0.00
53499,NGC5792,224.5949,-1.0912,28.4,3,0.50,0.00,0.75,0.25,0.25,0.25,0.25,1.00,0.00,0.75,0.75,0.25,0.00,0.75
53508,UGC09639,224.6503,44.8834,157.3,2,0.75,0.25,0.75,1.00,0.00,0.75,0.25,0.00,0.50,0.75,0.50,0.25,0.00,0.25
53510,UGC09637,224.6890,41.7660,39.3,10,0.00,NA,NA,NA,NA,NA,NA,NA,0.25,0.00,NA,0.25,0.00,1.00
53511,NGC5820,224.6669,53.8858,51.3,-2,0.75,0.00,NA,NA,0.00,NA,NA,NA,0.00,0.00,NA,0.00,0.00,1.00
53530,NGC5818,224.7440,49.8212,115.2,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
53556,UGC09644,224.8938,27.1161,97.6,4,0.50,0.50,0.50,0.00,0.75,0.25,0.00,0.00,0.00,0.25,NA,0.50,0.00,0.00
53557,UGC09647,224.8950,32.8412,40.0,8,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.25,0.25
53561,UGC09651,224.9417,49.5037,117.3,3,0.50,0.00,NA,NA,NA,NA,NA,NA,0.00,0.75,0.50,0.50,0.00,0.75
53563,UGC09646,224.9245,27.3263,139.3,6,0.00,NA,NA,NA,NA,NA,NA,NA,0.00,0.25,NA,0.50,0.00,1.00
53578,NGC5806,225.0020,1.8913,20.5,3,0.50,0.25,0.75,0.25,0.00,0.50,0.00,0.00,0.25,0.75,0.75,0.25,0.00,0.50
53597,NGC5811,225.1146,1.6225,23.1,10,0.00,0.00,NA,NA,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.25,0.25
53616,PGC053616,225.1775,49.8406,53.8,9,0.00,0.00,NA,NA,NA,0.00,0.00,0.00,0.25,0.00,NA,0.25,0.00,0.00
53622,UGC09657,225.2042,48.3614,39.8,8,0.00,NA,NA,NA,NA,NA,NA,NA,0.75,0.00,NA,0.25,0.00,1.00
53631,UGC09654,225.2366,11.5171,136.8,4,0.75,0.50,0.50,1.00,0.75,0.50,0.00,0.00,0.00,0.25,NA,0.25,0.00,0.25
53643,NGC5813,225.2972,1.7018,29.1,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
53644,UGC09663,225.3072,52.5959,38.3,9,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.00,NA,0.50,0.25,0.25
53653,NGC5814,225.3367,1.6364,150.9,2,0.75,0.25,0.50,1.00,0.00,0.00,0.00,0.00,0.25,0.50,0.50,0.50,0.00,0.25
53657,UGC09665,225.3855,48.3192,40.0,6,0.50,NA,NA,NA,NA,NA,NA,NA,0.50,0.75,0.75,0.50,0.00,1.00
53674,NGC5830,225.4624,47.8751,123.9,2,0.75,0.25,0.25,0.00,0.00,0.75,0.00,0.00,0.25,0.50,0.50,0.25,0.00,0.25
53675,UGC09659,225.4551,4.9322,151.8,4,0.25,0.50,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.50
53676,NGC5827,225.4738,25.9641,96.8,3,0.50,0.50,0.75,0.75,0.00,0.25,0.00,0.00,0.50,0.50,0.75,0.50,0.00,0.25
53681,UGC09671,225.5172,42.1835,74.0,6,0.00,0.50,0.25,0.75,0.50,0.00,0.00,0.00,0.00,0.25,NA,0.75,0.25,0.00
53683,UGC09661,225.5149,1.8407,18.8,8,0.00,0.00,0.00,NA,0.75,0.00,0.00,0.00,0.75,0.25,NA,0.50,0.25,0.00
53696,UGC09667,225.5824,5.6466,156.6,0,0.75,0.00,NA,NA,NA,0.00,NA,NA,0.00,0.50,0.50,0.00,0.00,0.75
53699,NGC5835,225.6064,48.8775,117.3,1,0.75,0.00,NA,NA,0.25,0.25,0.50,0.00,0.00,0.00,NA,0.25,0.00,0.25
53709,NGC5829,225.6755,23.3333,83.4,6,0.25,0.75,0.50,1.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.25,0.00
53737,UGC09676,225.8777,27.8247,44.0,8,0.00,0.25,0.25,0.25,1.00,0.00,0.00,0.00,0.00,0.25,NA,0.25,0.00,0.25
53744,UGC09681,225.9158,42.1261,77.0,7,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.25,NA,0.25,0.00,1.00
53749,UGC09677,225.9187,22.6986,166.3,3,0.50,NA,NA,NA,NA,NA,NA,NA,0.25,1.00,0.25,0.00,0.00,1.00
